Continent,Country,Month,Seasons,State,Way In,Year,Count,GDP,Population
Europe,Germany,August,Summer,Ceará,Air,2005,249,27600,82422299
Europe,United Kingdom,August,Summer,Ceará,Air,2005,56,27700,60609153
Europe,Netherlands,August,Summer,Ceará,Air,2005,1073,28600,16491461
Europe,Belgium,August,Summer,Ceará,Air,2005,136,29100,10379067
Europe,Ireland,August,Summer,Ceará,Air,2005,5,29600,4062235
Europe,Austria,August,Summer,Ceará,Air,2005,37,30000,8192880
Europe,Denmark,August,Summer,Ceará,Air,2005,23,31100,5450661
Europe,Switzerland,August,Summer,Ceará,Air,2005,102,32700,7523934
Europe,Norway,August,Summer,Ceará,Air,2005,74,37800,4610820
Europe,Poland,August,Summer,Other Units of the Federation,Air,2005,9,11100,38536869
Europe,Hungary,August,Summer,Other Units of the Federation,Air,2005,0,13900,9981334
Europe,Portugal,August,Summer,Other Units of the Federation,Air,2005,1044,18000,10605870
Europe,Greece,August,Summer,Other Units of the Federation,Air,2005,1,20000,10688058
Europe,Spain,August,Summer,Other Units of the Federation,Air,2005,48,22000,40397842
Europe,Italy,August,Summer,Other Units of the Federation,Air,2005,675,26700,58133509
Europe,Sweden,August,Summer,Other Units of the Federation,Air,2005,3,26800,9016596
Europe,Finland,August,Summer,Other Units of the Federation,Air,2005,24,27400,5231372
Europe,France,August,Summer,Other Units of the Federation,Air,2005,68,27600,60876136
Europe,Germany,August,Summer,Other Units of the Federation,Air,2005,165,27600,82422299
Europe,United Kingdom,August,Summer,Other Units of the Federation,Air,2005,69,27700,60609153
Europe,Netherlands,August,Summer,Other Units of the Federation,Air,2005,22,28600,16491461
Europe,Belgium,August,Summer,Other Units of the Federation,Air,2005,14,29100,10379067
Europe,Ireland,August,Summer,Other Units of the Federation,Air,2005,4,29600,4062235
Europe,Austria,August,Summer,Other Units of the Federation,Air,2005,16,30000,8192880
Europe,Denmark,August,Summer,Other Units of the Federation,Air,2005,4,31100,5450661
Europe,Switzerland,August,Summer,Other Units of the Federation,Air,2005,18,32700,7523934
Europe,Norway,August,Summer,Other Units of the Federation,Air,2005,1,37800,4610820
Europe,Poland,August,Summer,Paraná,Air,2005,0,11100,38536869
Europe,Hungary,August,Summer,Paraná,Air,2005,34,13900,9981334
Europe,Portugal,August,Summer,Paraná,Air,2005,6,18000,10605870
Europe,Greece,August,Summer,Paraná,Air,2005,8,20000,10688058
Europe,Spain,August,Summer,Paraná,Air,2005,72,22000,40397842
Europe,Italy,August,Summer,Paraná,Air,2005,182,26700,58133509
Europe,Sweden,August,Summer,Paraná,Air,2005,52,26800,9016596
Europe,Finland,August,Summer,Paraná,Air,2005,0,27400,5231372
Europe,France,August,Summer,Paraná,Air,2005,251,27600,60876136
Europe,Germany,August,Summer,Paraná,Air,2005,357,27600,82422299
Europe,United Kingdom,August,Summer,Paraná,Air,2005,48,27700,60609153
Europe,Netherlands,August,Summer,Paraná,Air,2005,25,28600,16491461
Europe,Belgium,August,Summer,Paraná,Air,2005,4,29100,10379067
Europe,Ireland,August,Summer,Paraná,Air,2005,2,29600,4062235
Europe,Austria,August,Summer,Paraná,Air,2005,23,30000,8192880
Europe,Denmark,August,Summer,Paraná,Air,2005,15,31100,5450661
Europe,Switzerland,August,Summer,Paraná,Air,2005,47,32700,7523934
Europe,Norway,August,Summer,Paraná,Air,2005,5,37800,4610820
Europe,Poland,August,Summer,Pará,Air,2005,0,11100,38536869
Europe,Hungary,August,Summer,Pará,Air,2005,0,13900,9981334
Europe,Portugal,August,Summer,Pará,Air,2005,6,18000,10605870
Europe,Greece,August,Summer,Pará,Air,2005,2,20000,10688058
Europe,Spain,August,Summer,Pará,Air,2005,1,22000,40397842
Europe,Italy,August,Summer,Pará,Air,2005,2,26700,58133509
Europe,Sweden,August,Summer,Pará,Air,2005,0,26800,9016596
Europe,Finland,August,Summer,Pará,Air,2005,0,27400,5231372
Europe,France,August,Summer,Pará,Air,2005,54,27600,60876136
Europe,Germany,August,Summer,Pará,Air,2005,2,27600,82422299
Europe,United Kingdom,August,Summer,Pará,Air,2005,3,27700,60609153
Europe,Netherlands,August,Summer,Pará,Air,2005,24,28600,16491461
Europe,Belgium,August,Summer,Pará,Air,2005,1,29100,10379067
Europe,Ireland,August,Summer,Pará,Air,2005,0,29600,4062235
Europe,Austria,August,Summer,Pará,Air,2005,1,30000,8192880
Europe,Denmark,August,Summer,Pará,Air,2005,1,31100,5450661
Europe,Switzerland,August,Summer,Pará,Air,2005,1,32700,7523934
Europe,Norway,August,Summer,Pará,Air,2005,1,37800,4610820
Europe,Poland,August,Summer,Permbuco,Air,2005,0,11100,38536869
Europe,Hungary,August,Summer,Permbuco,Air,2005,0,13900,9981334
Europe,Portugal,August,Summer,Permbuco,Air,2005,4235,18000,10605870
Europe,Greece,August,Summer,Permbuco,Air,2005,4,20000,10688058
Europe,Spain,August,Summer,Permbuco,Air,2005,202,22000,40397842
Europe,Italy,August,Summer,Permbuco,Air,2005,1322,26700,58133509
Europe,Sweden,August,Summer,Permbuco,Air,2005,110,26800,9016596
Europe,Finland,August,Summer,Permbuco,Air,2005,247,27400,5231372
Europe,France,August,Summer,Permbuco,Air,2005,247,27600,60876136
Europe,Germany,August,Summer,Permbuco,Air,2005,531,27600,82422299
Europe,United Kingdom,August,Summer,Permbuco,Air,2005,123,27700,60609153
Europe,Netherlands,August,Summer,Permbuco,Air,2005,124,28600,16491461
Europe,Belgium,August,Summer,Permbuco,Air,2005,74,29100,10379067
Europe,Ireland,August,Summer,Permbuco,Air,2005,0,29600,4062235
Europe,Austria,August,Summer,Permbuco,Air,2005,35,30000,8192880
Europe,Denmark,August,Summer,Permbuco,Air,2005,24,31100,5450661
Europe,Switzerland,August,Summer,Permbuco,Air,2005,219,32700,7523934
Europe,Norway,August,Summer,Permbuco,Air,2005,26,37800,4610820
Europe,Poland,August,Summer,Rio de Janeiro,Air,2005,661,11100,38536869
Europe,Hungary,August,Summer,Rio de Janeiro,Air,2005,152,13900,9981334
Europe,Portugal,August,Summer,Rio de Janeiro,Air,2005,5299,18000,10605870
Europe,Greece,August,Summer,Rio de Janeiro,Air,2005,367,20000,10688058
Europe,Italy,August,Summer,Rio de Janeiro,Air,2005,4507,26700,58133509
Europe,Finland,August,Summer,Rio de Janeiro,Air,2005,133,27400,5231372
Europe,France,August,Summer,Rio de Janeiro,Air,2005,3212,27600,60876136
Europe,Germany,August,Summer,Rio de Janeiro,Air,2005,4558,27600,82422299
Europe,Netherlands,August,Summer,Rio de Janeiro,Air,2005,582,28600,16491461
Europe,Belgium,August,Summer,Rio de Janeiro,Air,2005,339,29100,10379067
Europe,Ireland,August,Summer,Rio de Janeiro,Air,2005,322,29600,4062235
Europe,Austria,August,Summer,Rio de Janeiro,Air,2005,339,30000,8192880
Africa,South Africa,April,Spring,Ceará,Air,2009,2,10700,44187637
Africa,Nigeria,April,Spring,Distrito Federal,Air,2009,0,900,131859731
Africa,Cape Verde,April,Spring,Distrito Federal,Air,2009,2,1400,420979
Africa,Angola,April,Spring,Distrito Federal,Air,2009,4,1900,12127071
Africa,South Africa,April,Spring,Distrito Federal,Air,2009,0,10700,44187637
Africa,Nigeria,April,Spring,Mis Gerais,Air,2009,0,900,131859731
Africa,Cape Verde,April,Spring,Mis Gerais,Air,2009,0,1400,420979
Africa,Angola,April,Spring,Mis Gerais,Air,2009,2,1900,12127071
Africa,South Africa,April,Spring,Mis Gerais,Air,2009,2,10700,44187637
Africa,Nigeria,April,Spring,Other Units of the Federation,Air,2009,0,900,131859731
Africa,Cape Verde,April,Spring,Other Units of the Federation,Air,2009,0,1400,420979
Africa,Angola,April,Spring,Other Units of the Federation,Air,2009,2,1900,12127071
Africa,South Africa,April,Spring,Other Units of the Federation,Air,2009,0,10700,44187637
Africa,Nigeria,April,Spring,Paraná,Air,2009,0,900,131859731
Africa,Cape Verde,April,Spring,Paraná,Air,2009,0,1400,420979
Africa,Angola,April,Spring,Paraná,Air,2009,5,1900,12127071
Africa,South Africa,April,Spring,Paraná,Air,2009,5,10700,44187637
Africa,Nigeria,April,Spring,Pará,Air,2009,0,900,131859731
Africa,Cape Verde,April,Spring,Pará,Air,2009,0,1400,420979
Africa,Angola,April,Spring,Pará,Air,2009,0,1900,12127071
Africa,South Africa,April,Spring,Pará,Air,2009,1,10700,44187637
Africa,Nigeria,April,Spring,Permbuco,Air,2009,0,900,131859731
Africa,Cape Verde,April,Spring,Permbuco,Air,2009,1,1400,420979
Africa,Angola,April,Spring,Permbuco,Air,2009,6,1900,12127071
Africa,South Africa,April,Spring,Permbuco,Air,2009,1,10700,44187637
Africa,Nigeria,April,Spring,Rio Grande do Norte,Air,2009,0,900,131859731
Africa,Cape Verde,April,Spring,Rio Grande do Norte,Air,2009,0,1400,420979
Africa,Angola,April,Spring,Rio Grande do Norte,Air,2009,3,1900,12127071
Africa,South Africa,April,Spring,Rio Grande do Norte,Air,2009,1,10700,44187637
Africa,Nigeria,April,Spring,Rio Grande do Sul,Air,2009,0,900,131859731
Africa,Cape Verde,April,Spring,Rio Grande do Sul,Air,2009,0,1400,420979
Africa,Angola,April,Spring,Rio Grande do Sul,Air,2009,2,1900,12127071
Africa,South Africa,April,Spring,Rio Grande do Sul,Air,2009,8,10700,44187637
Africa,Nigeria,April,Spring,Rio de Janeiro,Air,2009,9,900,131859731
Africa,Cape Verde,April,Spring,Rio de Janeiro,Air,2009,19,1400,420979
Africa,Angola,April,Spring,Rio de Janeiro,Air,2009,1716,1900,12127071
Africa,South Africa,April,Spring,Rio de Janeiro,Air,2009,84,10700,44187637
Africa,Nigeria,April,Spring,Santa Catari,Air,2009,0,900,131859731
Africa,Cape Verde,April,Spring,Santa Catari,Air,2009,0,1400,420979
Africa,Angola,April,Spring,Santa Catari,Air,2009,0,1900,12127071
Africa,South Africa,April,Spring,Santa Catari,Air,2009,0,10700,44187637
Africa,Nigeria,April,Spring,São Paulo,Air,2009,70,900,131859731
Africa,Cape Verde,April,Spring,São Paulo,Air,2009,47,1400,420979
Africa,Angola,April,Spring,São Paulo,Air,2009,1161,1900,12127071
Africa,South Africa,April,Spring,São Paulo,Air,2009,1483,10700,44187637
Africa,Nigeria,February,Winter,Amazos,Air,2009,0,900,131859731
Africa,Cape Verde,February,Winter,Amazos,Air,2009,0,1400,420979
Africa,Angola,February,Winter,Amazos,Air,2009,0,1900,12127071
Africa,South Africa,February,Winter,Amazos,Air,2009,0,10700,44187637
Africa,Nigeria,February,Winter,Bahia,Air,2009,2,900,131859731
Africa,Cape Verde,February,Winter,Bahia,Air,2009,0,1400,420979
Africa,Angola,February,Winter,Bahia,Air,2009,32,1900,12127071
Africa,South Africa,February,Winter,Bahia,Air,2009,2,10700,44187637
Africa,Nigeria,February,Winter,Ceará,Air,2009,3,900,131859731
Africa,Cape Verde,February,Winter,Ceará,Air,2009,119,1400,420979
Africa,Angola,February,Winter,Ceará,Air,2009,5,1900,12127071
Africa,South Africa,February,Winter,Ceará,Air,2009,3,10700,44187637
Africa,Nigeria,February,Winter,Distrito Federal,Air,2009,0,900,131859731
Africa,Cape Verde,February,Winter,Distrito Federal,Air,2009,1,1400,420979
Africa,Angola,February,Winter,Distrito Federal,Air,2009,9,1900,12127071
Africa,South Africa,February,Winter,Distrito Federal,Air,2009,0,10700,44187637
Africa,Nigeria,February,Winter,Mis Gerais,Air,2009,0,900,131859731
Africa,Cape Verde,February,Winter,Mis Gerais,Air,2009,0,1400,420979
Africa,Angola,February,Winter,Mis Gerais,Air,2009,3,1900,12127071
Africa,South Africa,February,Winter,Mis Gerais,Air,2009,3,10700,44187637
Africa,Nigeria,February,Winter,Other Units of the Federation,Air,2009,0,900,131859731
Africa,Cape Verde,February,Winter,Other Units of the Federation,Air,2009,0,1400,420979
Africa,Angola,February,Winter,Other Units of the Federation,Air,2009,0,1900,12127071
Africa,South Africa,February,Winter,Other Units of the Federation,Air,2009,0,10700,44187637
Africa,Nigeria,February,Winter,Paraná,Air,2009,0,900,131859731
Africa,Cape Verde,February,Winter,Paraná,Air,2009,0,1400,420979
Africa,Angola,February,Winter,Paraná,Air,2009,0,1900,12127071
Africa,South Africa,February,Winter,Paraná,Air,2009,0,10700,44187637
Africa,Nigeria,February,Winter,Pará,Air,2009,0,900,131859731
Africa,Cape Verde,February,Winter,Pará,Air,2009,0,1400,420979
Africa,Angola,February,Winter,Pará,Air,2009,0,1900,12127071
Africa,South Africa,February,Winter,Pará,Air,2009,1,10700,44187637
Africa,Nigeria,February,Winter,Permbuco,Air,2009,1,900,131859731
Africa,Cape Verde,February,Winter,Permbuco,Air,2009,0,1400,420979
Africa,Angola,February,Winter,Permbuco,Air,2009,6,1900,12127071
Africa,South Africa,February,Winter,Permbuco,Air,2009,1,10700,44187637
Africa,Nigeria,February,Winter,Rio Grande do Norte,Air,2009,0,900,131859731
Africa,Cape Verde,February,Winter,Rio Grande do Norte,Air,2009,0,1400,420979
Africa,Angola,February,Winter,Rio Grande do Norte,Air,2009,0,1900,12127071
Africa,South Africa,February,Winter,Rio Grande do Norte,Air,2009,0,10700,44187637
Africa,Nigeria,February,Winter,Rio Grande do Sul,Air,2009,0,900,131859731
Africa,Cape Verde,February,Winter,Rio Grande do Sul,Air,2009,0,1400,420979
Africa,Angola,February,Winter,Rio Grande do Sul,Air,2009,4,1900,12127071
Africa,South Africa,February,Winter,Rio Grande do Sul,Air,2009,0,10700,44187637
Africa,Nigeria,February,Winter,Rio de Janeiro,Air,2009,18,900,131859731
Africa,Cape Verde,February,Winter,Rio de Janeiro,Air,2009,13,1400,420979
Africa,Angola,February,Winter,Rio de Janeiro,Air,2009,2434,1900,12127071
Africa,South Africa,February,Winter,Rio de Janeiro,Air,2009,73,10700,44187637
Africa,Nigeria,February,Winter,Santa Catari,Air,2009,0,900,131859731
Africa,Cape Verde,February,Winter,Santa Catari,Air,2009,0,1400,420979
Africa,Angola,February,Winter,Santa Catari,Air,2009,0,1900,12127071
Africa,South Africa,February,Winter,Santa Catari,Air,2009,0,10700,44187637
Africa,Nigeria,February,Winter,São Paulo,Air,2009,166,900,131859731
Africa,Cape Verde,February,Winter,São Paulo,Air,2009,80,1400,420979
Africa,Angola,February,Winter,São Paulo,Air,2009,850,1900,12127071
Africa,South Africa,February,Winter,São Paulo,Air,2009,1534,10700,44187637
Africa,Nigeria,March,Spring,Amazos,Air,2009,0,900,131859731
Africa,Cape Verde,March,Spring,Amazos,Air,2009,0,1400,420979
Africa,Angola,March,Spring,Amazos,Air,2009,1,1900,12127071
Africa,South Africa,March,Spring,Amazos,Air,2009,1,10700,44187637
Africa,Nigeria,March,Spring,Bahia,Air,2009,0,900,131859731
Africa,Cape Verde,March,Spring,Bahia,Air,2009,0,1400,420979
Africa,Angola,March,Spring,Bahia,Air,2009,7,1900,12127071
Africa,South Africa,March,Spring,Bahia,Air,2009,2,10700,44187637
Africa,Nigeria,March,Spring,Ceará,Air,2009,0,900,131859731
Africa,Cape Verde,March,Spring,Ceará,Air,2009,207,1400,420979
Africa,Angola,March,Spring,Ceará,Air,2009,3,1900,12127071
Africa,South Africa,March,Spring,Ceará,Air,2009,0,10700,44187637
Africa,Nigeria,March,Spring,Distrito Federal,Air,2009,0,900,131859731
Africa,Cape Verde,March,Spring,Distrito Federal,Air,2009,4,1400,420979
Africa,Angola,March,Spring,Distrito Federal,Air,2009,0,1900,12127071
Africa,South Africa,March,Spring,Distrito Federal,Air,2009,1,10700,44187637
Africa,Nigeria,March,Spring,Mis Gerais,Air,2009,0,900,131859731
Africa,Cape Verde,March,Spring,Mis Gerais,Air,2009,1,1400,420979
Africa,Angola,March,Spring,Mis Gerais,Air,2009,5,1900,12127071
Africa,South Africa,March,Spring,Mis Gerais,Air,2009,5,10700,44187637
Africa,Nigeria,March,Spring,Other Units of the Federation,Air,2009,0,900,131859731
Africa,Cape Verde,March,Spring,Other Units of the Federation,Air,2009,0,1400,420979
Africa,Angola,March,Spring,Other Units of the Federation,Air,2009,0,1900,12127071
Africa,South Africa,March,Spring,Other Units of the Federation,Air,2009,0,10700,44187637
Africa,Nigeria,March,Spring,Paraná,Air,2009,0,900,131859731
Africa,Cape Verde,March,Spring,Paraná,Air,2009,0,1400,420979
Africa,Angola,March,Spring,Paraná,Air,2009,0,1900,12127071
Africa,South Africa,March,Spring,Paraná,Air,2009,0,10700,44187637
Africa,Nigeria,March,Spring,Pará,Air,2009,0,900,131859731
Africa,Cape Verde,March,Spring,Pará,Air,2009,0,1400,420979
Africa,Angola,March,Spring,Pará,Air,2009,0,1900,12127071
Africa,South Africa,March,Spring,Pará,Air,2009,0,10700,44187637
Africa,Nigeria,March,Spring,Permbuco,Air,2009,0,900,131859731
Africa,Cape Verde,March,Spring,Permbuco,Air,2009,1,1400,420979
Africa,Angola,March,Spring,Permbuco,Air,2009,11,1900,12127071
Africa,South Africa,March,Spring,Permbuco,Air,2009,0,10700,44187637
Africa,Nigeria,March,Spring,Rio Grande do Norte,Air,2009,0,900,131859731
Africa,Cape Verde,March,Spring,Rio Grande do Norte,Air,2009,0,1400,420979
Africa,Angola,March,Spring,Rio Grande do Norte,Air,2009,1,1900,12127071
Africa,South Africa,March,Spring,Rio Grande do Norte,Air,2009,0,10700,44187637
Africa,Nigeria,March,Spring,Rio Grande do Sul,Air,2009,0,900,131859731
Africa,Cape Verde,March,Spring,Rio Grande do Sul,Air,2009,0,1400,420979
Africa,Angola,March,Spring,Rio Grande do Sul,Air,2009,0,1900,12127071
Africa,South Africa,March,Spring,Rio Grande do Sul,Air,2009,2,10700,44187637
Africa,Nigeria,March,Spring,Rio de Janeiro,Air,2009,19,900,131859731
Africa,Cape Verde,March,Spring,Rio de Janeiro,Air,2009,8,1400,420979
Africa,Angola,March,Spring,Rio de Janeiro,Air,2009,2306,1900,12127071
Africa,South Africa,March,Spring,Rio de Janeiro,Air,2009,75,10700,44187637
Africa,Nigeria,March,Spring,Santa Catari,Air,2009,0,900,131859731
Africa,Cape Verde,March,Spring,Santa Catari,Air,2009,0,1400,420979
Africa,Angola,March,Spring,Santa Catari,Air,2009,10,1900,12127071
Africa,South Africa,March,Spring,Santa Catari,Air,2009,2,10700,44187637
Africa,Nigeria,March,Spring,São Paulo,Air,2009,82,900,131859731
Africa,Cape Verde,March,Spring,São Paulo,Air,2009,103,1400,420979
Africa,Angola,March,Spring,São Paulo,Air,2009,1015,1900,12127071
Africa,South Africa,March,Spring,São Paulo,Air,2009,1648,10700,44187637
Africa,Nigeria,August,Summer,Amazos,Air,2011,4,900,131859731
Africa,Cape Verde,August,Summer,Amazos,Air,2011,0,1400,420979
Africa,Angola,August,Summer,Amazos,Air,2011,0,1900,12127071
Africa,South Africa,August,Summer,Amazos,Air,2011,1,10700,44187637
Africa,Nigeria,August,Summer,Bahia,Air,2011,0,900,131859731
Africa,Cape Verde,August,Summer,Bahia,Air,2011,1,1400,420979
Africa,Angola,August,Summer,Bahia,Air,2011,5,1900,12127071
Africa,South Africa,August,Summer,Bahia,Air,2011,1,10700,44187637
Africa,Nigeria,August,Summer,Ceará,Air,2011,14,900,131859731
Africa,Cape Verde,August,Summer,Ceará,Air,2011,286,1400,420979
Africa,Angola,August,Summer,Ceará,Air,2011,1,1900,12127071
Africa,South Africa,August,Summer,Ceará,Air,2011,0,10700,44187637
Africa,Nigeria,August,Summer,Distrito Federal,Air,2011,0,900,131859731
Africa,Cape Verde,August,Summer,Distrito Federal,Air,2011,0,1400,420979
Africa,Angola,August,Summer,Distrito Federal,Air,2011,4,1900,12127071
Africa,South Africa,August,Summer,Distrito Federal,Air,2011,2,10700,44187637
Africa,Nigeria,August,Summer,Mis Gerais,Air,2011,0,900,131859731
Africa,Cape Verde,August,Summer,Mis Gerais,Air,2011,6,1400,420979
Africa,Angola,August,Summer,Mis Gerais,Air,2011,0,1900,12127071
Africa,South Africa,August,Summer,Mis Gerais,Air,2011,1,10700,44187637
Africa,Nigeria,August,Summer,Other Units of the Federation,Air,2011,0,900,131859731
Africa,Cape Verde,August,Summer,Other Units of the Federation,Air,2011,0,1400,420979
Africa,Angola,August,Summer,Other Units of the Federation,Air,2011,0,1900,12127071
Africa,South Africa,August,Summer,Other Units of the Federation,Air,2011,0,10700,44187637
Africa,Nigeria,August,Summer,Paraná,Air,2011,0,900,131859731
Africa,Cape Verde,August,Summer,Paraná,Air,2011,0,1400,420979
Africa,Angola,August,Summer,Paraná,Air,2011,0,1900,12127071
Africa,South Africa,August,Summer,Paraná,Air,2011,4,10700,44187637
Africa,Nigeria,August,Summer,Pará,Air,2011,0,900,131859731
Africa,Cape Verde,August,Summer,Pará,Air,2011,0,1400,420979
Africa,Angola,August,Summer,Pará,Air,2011,0,1900,12127071
Africa,South Africa,August,Summer,Pará,Air,2011,0,10700,44187637
Africa,Nigeria,August,Summer,Permbuco,Air,2011,1,900,131859731
Africa,Cape Verde,August,Summer,Permbuco,Air,2011,1,1400,420979
Africa,Angola,August,Summer,Permbuco,Air,2011,4,1900,12127071
Africa,South Africa,August,Summer,Permbuco,Air,2011,4,10700,44187637
Africa,Nigeria,August,Summer,Rio Grande do Norte,Air,2011,1,900,131859731
Africa,Cape Verde,August,Summer,Rio Grande do Norte,Air,2011,0,1400,420979
Africa,Angola,August,Summer,Rio Grande do Norte,Air,2011,0,1900,12127071
Africa,South Africa,August,Summer,Rio Grande do Norte,Air,2011,0,10700,44187637
Africa,Nigeria,August,Summer,Rio Grande do Sul,Air,2011,0,900,131859731
Africa,Cape Verde,August,Summer,Rio Grande do Sul,Air,2011,0,1400,420979
Africa,Angola,August,Summer,Rio Grande do Sul,Air,2011,0,1900,12127071
Africa,South Africa,August,Summer,Rio Grande do Sul,Air,2011,1,10700,44187637
Africa,Nigeria,August,Summer,Rio de Janeiro,Air,2011,14,900,131859731
Africa,Cape Verde,August,Summer,Rio de Janeiro,Air,2011,10,1400,420979
Africa,Angola,August,Summer,Rio de Janeiro,Air,2011,992,1900,12127071
Africa,South Africa,August,Summer,Rio de Janeiro,Air,2011,87,10700,44187637
Africa,Nigeria,August,Summer,Santa Catari,Air,2011,0,900,131859731
Africa,Cape Verde,August,Summer,Santa Catari,Air,2011,0,1400,420979
Africa,Angola,August,Summer,Santa Catari,Air,2011,0,1900,12127071
Africa,South Africa,August,Summer,Santa Catari,Air,2011,3,10700,44187637
Africa,Nigeria,August,Summer,São Paulo,Air,2011,212,900,131859731
Africa,Cape Verde,August,Summer,São Paulo,Air,2011,17,1400,420979
Africa,Angola,August,Summer,São Paulo,Air,2011,2096,1900,12127071
Africa,South Africa,August,Summer,São Paulo,Air,2011,1412,10700,44187637
Africa,Nigeria,December,Winter,Amazos,Air,2011,0,900,131859731
Africa,Cape Verde,December,Winter,Amazos,Air,2011,0,1400,420979
Africa,Angola,December,Winter,Amazos,Air,2011,1,1900,12127071
Africa,South Africa,December,Winter,Amazos,Air,2011,11,10700,44187637
Africa,Nigeria,December,Winter,Bahia,Air,2011,0,900,131859731
Africa,Cape Verde,December,Winter,Bahia,Air,2011,1,1400,420979
Africa,Angola,December,Winter,Bahia,Air,2011,34,1900,12127071
Africa,South Africa,December,Winter,Bahia,Air,2011,5,10700,44187637
Africa,Nigeria,December,Winter,Ceará,Air,2011,3,900,131859731
Africa,Cape Verde,December,Winter,Ceará,Air,2011,145,1400,420979
Africa,Angola,December,Winter,Ceará,Air,2011,1,1900,12127071
Africa,South Africa,December,Winter,Ceará,Air,2011,0,10700,44187637
Africa,Nigeria,December,Winter,Distrito Federal,Air,2011,0,900,131859731
Africa,Cape Verde,December,Winter,Distrito Federal,Air,2011,1,1400,420979
Africa,Angola,December,Winter,Distrito Federal,Air,2011,6,1900,12127071
Africa,South Africa,December,Winter,Distrito Federal,Air,2011,10,10700,44187637
Africa,Nigeria,December,Winter,Mis Gerais,Air,2011,0,900,131859731
Africa,Cape Verde,December,Winter,Mis Gerais,Air,2011,0,1400,420979
Africa,Angola,December,Winter,Mis Gerais,Air,2011,1,1900,12127071
Africa,South Africa,December,Winter,Mis Gerais,Air,2011,0,10700,44187637
Africa,Nigeria,December,Winter,Other Units of the Federation,Air,2011,0,900,131859731
Africa,Cape Verde,December,Winter,Other Units of the Federation,Air,2011,0,1400,420979
Africa,Angola,December,Winter,Other Units of the Federation,Air,2011,0,1900,12127071
Africa,South Africa,December,Winter,Other Units of the Federation,Air,2011,0,10700,44187637
Africa,Nigeria,December,Winter,Paraná,Air,2011,0,900,131859731
Africa,Cape Verde,December,Winter,Paraná,Air,2011,0,1400,420979
Africa,Angola,December,Winter,Paraná,Air,2011,0,1900,12127071
Africa,South Africa,December,Winter,Paraná,Air,2011,13,10700,44187637
Africa,Nigeria,December,Winter,Pará,Air,2011,0,900,131859731
Africa,Cape Verde,December,Winter,Pará,Air,2011,0,1400,420979
Africa,Angola,December,Winter,Pará,Air,2011,0,1900,12127071
Africa,South Africa,December,Winter,Pará,Air,2011,3,10700,44187637
Africa,Nigeria,December,Winter,Permbuco,Air,2011,1,900,131859731
Africa,Cape Verde,December,Winter,Permbuco,Air,2011,0,1400,420979
Africa,Angola,December,Winter,Permbuco,Air,2011,9,1900,12127071
Africa,South Africa,December,Winter,Permbuco,Air,2011,0,10700,44187637
Africa,Nigeria,December,Winter,Rio Grande do Norte,Air,2011,1,900,131859731
Africa,Cape Verde,December,Winter,Rio Grande do Norte,Air,2011,1,1400,420979
Africa,Angola,December,Winter,Rio Grande do Norte,Air,2011,2,1900,12127071
Africa,South Africa,December,Winter,Rio Grande do Norte,Air,2011,2,10700,44187637
Africa,Nigeria,December,Winter,Rio Grande do Sul,Air,2011,0,900,131859731
Africa,Cape Verde,December,Winter,Rio Grande do Sul,Air,2011,0,1400,420979
Africa,Angola,December,Winter,Rio Grande do Sul,Air,2011,0,1900,12127071
Africa,South Africa,December,Winter,Rio Grande do Sul,Air,2011,4,10700,44187637
Africa,Nigeria,December,Winter,Rio de Janeiro,Air,2011,24,900,131859731
Africa,Cape Verde,December,Winter,Rio de Janeiro,Air,2011,5,1400,420979
Africa,Angola,December,Winter,Rio de Janeiro,Air,2011,1370,1900,12127071
Africa,South Africa,December,Winter,Rio de Janeiro,Air,2011,352,10700,44187637
Africa,Nigeria,December,Winter,Santa Catari,Air,2011,0,900,131859731
Africa,Cape Verde,December,Winter,Santa Catari,Air,2011,0,1400,420979
Africa,Angola,December,Winter,Santa Catari,Air,2011,0,1900,12127071
Africa,South Africa,December,Winter,Santa Catari,Air,2011,3,10700,44187637
Africa,Nigeria,December,Winter,São Paulo,Air,2011,149,900,131859731
Africa,Cape Verde,December,Winter,São Paulo,Air,2011,66,1400,420979
Africa,Angola,December,Winter,São Paulo,Air,2011,2152,1900,12127071
Africa,South Africa,December,Winter,São Paulo,Air,2011,2512,10700,44187637
Africa,Nigeria,November,Fall,Amazos,Air,2011,0,900,131859731
Africa,Cape Verde,November,Fall,Amazos,Air,2011,0,1400,420979
Africa,Angola,November,Fall,Amazos,Air,2011,0,1900,12127071
Africa,South Africa,November,Fall,Amazos,Air,2011,0,10700,44187637
Africa,Nigeria,November,Fall,Bahia,Air,2011,5,900,131859731
Africa,Cape Verde,November,Fall,Bahia,Air,2011,10,1400,420979
Africa,Angola,November,Fall,Bahia,Air,2011,2,1900,12127071
Africa,South Africa,November,Fall,Bahia,Air,2011,0,10700,44187637
Africa,Nigeria,November,Fall,Ceará,Air,2011,15,900,131859731
Africa,Cape Verde,November,Fall,Ceará,Air,2011,223,1400,420979
Africa,Angola,November,Fall,Ceará,Air,2011,1,1900,12127071
Africa,South Africa,November,Fall,Ceará,Air,2011,1,10700,44187637
Africa,Nigeria,November,Fall,Distrito Federal,Air,2011,4,900,131859731
Africa,Cape Verde,November,Fall,Distrito Federal,Air,2011,6,1400,420979
Africa,Angola,November,Fall,Distrito Federal,Air,2011,7,1900,12127071
